Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
11539,38,11501,47358,99,47259,"DT, s=10","a, n, sinI",95,11,47248,4,1.0,0.896,0.96,0.927
11655,40,11615,47358,99,47259,"DT, s=3","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
11655,40,11615,47358,99,47259,"DT, s=10","a, n, sinI",95,11,47248,4,1.0,0.896,0.96,0.927
11860,41,11819,47358,99,47259,"DT, s=3","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
11860,41,11819,47358,99,47259,"DT, s=10","a, n, sinI",95,11,47248,4,1.0,0.896,0.96,0.927
12016,42,11974,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12016,42,11974,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12068,43,12025,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12068,43,12025,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12307,44,12263,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12307,44,12263,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12323,45,12278,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12323,45,12278,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12345,46,12299,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12345,46,12299,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12443,47,12396,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12443,47,12396,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12472,49,12423,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12472,49,12423,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
12922,50,12872,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12922,50,12872,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
