,Rank,Features,Accuracy,Precision,Recall,F1 score,Class_weight,Max_depth,Max_features,Min_samples_split,N_estimators
570,571,"a, e, n",1.000,0.896,0.970,0.930,balanced,3.0,sqrt,3,9
571,572,"a, e, n",1.000,0.896,0.970,0.930,balanced,3.0,sqrt,3,11
572,573,"a, e, n",1.000,0.930,0.940,0.930,balanced,,sqrt,3,5
573,574,"a, e, n",1.000,0.941,0.925,0.930,,,sqrt,3,1
574,575,"a, e, n",1.000,0.956,0.910,0.928,,7.0,sqrt,3,2
575,576,"a, e, n",1.000,0.884,0.978,0.927,balanced,3.0,sqrt,3,16
576,577,"a, e, n",1.000,0.894,0.970,0.927,balanced,3.0,sqrt,3,20
577,578,"a, e, n",1.000,0.889,0.970,0.927,balanced,3.0,sqrt,3,4
578,579,"a, e, n",1.000,0.889,0.970,0.927,balanced,3.0,sqrt,3,6
579,580,"a, e, n",1.000,0.889,0.970,0.927,balanced,3.0,sqrt,3,19
580,581,"a, e, n",1.000,0.971,0.895,0.926,balanced,,sqrt,3,2
581,582,"a, e, n",1.000,0.934,0.925,0.926,,7.0,sqrt,3,1
582,583,"a, e, n",0.999,0.878,0.978,0.924,balanced,3.0,sqrt,3,3
583,584,"a, e, n",0.999,0.878,0.978,0.924,balanced,3.0,sqrt,3,14
584,585,"a, e, n",0.999,0.884,0.970,0.923,balanced,3.0,sqrt,3,5
585,586,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,15
586,587,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,21
587,588,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,22
588,589,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,23
589,590,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,24
590,591,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,25
591,592,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,27
592,593,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,28
593,594,"a, e, n",0.999,0.883,0.970,0.923,balanced,3.0,sqrt,3,30
594,595,"a, e, n",1.000,0.953,0.894,0.921,,3.0,sqrt,3,8
595,596,"a, e, n",1.000,0.948,0.902,0.920,balanced,7.0,sqrt,3,2
596,597,"a, e, n",0.999,0.878,0.970,0.920,balanced,3.0,sqrt,3,12
597,598,"a, e, n",0.999,0.878,0.970,0.920,balanced,3.0,sqrt,3,13
598,599,"a, e, n",0.999,0.910,0.932,0.916,balanced,,sqrt,3,1
599,600,"a, e, n",0.999,0.910,0.932,0.916,balanced,7.0,sqrt,3,1
