,Rank,Features,Accuracy,Precision,Recall,F1 score,Learning_rate,Loss,Max_depth,Max_features,Min_samples_split,N_estimators
85,86,"a, sinI",1.000,0.953,0.924,0.937,0.1,exponential,,sqrt,3,90
86,87,"a, sinI",1.000,0.960,0.916,0.937,0.1,exponential,5.0,sqrt,3,38
87,88,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,57
88,89,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,59
89,90,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,60
90,91,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,61
91,92,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,62
92,93,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,63
93,94,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,64
94,95,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,65
95,96,"a, sinI",1.000,0.961,0.916,0.937,0.1,exponential,,sqrt,3,66
96,97,"a, sinI",1.000,0.967,0.908,0.936,0.1,exponential,,sqrt,3,51
97,98,"a, sinI",1.000,0.967,0.908,0.936,0.1,exponential,,sqrt,3,52
98,99,"a, sinI",1.000,0.967,0.908,0.936,0.1,exponential,,sqrt,3,56
99,100,"a, sinI",1.000,0.967,0.908,0.936,0.1,exponential,,sqrt,3,58
100,101,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,91
101,102,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,92
102,103,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,93
103,104,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,94
104,105,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,95
105,106,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,96
106,107,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,97
107,108,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,98
108,109,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,99
109,110,"a, sinI",1.000,0.946,0.924,0.934,0.1,exponential,,sqrt,3,100
110,111,"a, sinI",1.000,0.960,0.908,0.932,0.1,exponential,,sqrt,3,53
111,112,"a, sinI",1.000,0.960,0.908,0.932,0.1,exponential,,sqrt,3,54
112,113,"a, sinI",1.000,0.960,0.908,0.932,0.1,exponential,,sqrt,3,55
113,114,"a, sinI",1.000,0.967,0.901,0.932,0.1,exponential,,sqrt,3,47
114,115,"a, sinI",1.000,0.967,0.901,0.932,0.1,exponential,,sqrt,3,48
115,116,"a, sinI",1.000,0.967,0.901,0.932,0.1,exponential,,sqrt,3,49
116,117,"a, sinI",1.000,0.967,0.901,0.932,0.1,exponential,,sqrt,3,50
117,118,"a, sinI",1.000,0.967,0.893,0.928,0.1,exponential,,sqrt,3,41
118,119,"a, sinI",1.000,0.967,0.893,0.928,0.1,exponential,,sqrt,3,43
119,120,"a, sinI",1.000,0.967,0.893,0.928,0.1,exponential,,sqrt,3,44
120,121,"a, sinI",1.000,0.967,0.893,0.928,0.1,exponential,,sqrt,3,45
121,122,"a, sinI",1.000,0.967,0.893,0.928,0.1,exponential,,sqrt,3,46
122,123,"a, sinI",1.000,0.960,0.893,0.924,0.1,exponential,5.0,sqrt,3,37
123,124,"a, sinI",1.000,0.966,0.878,0.918,0.1,exponential,,sqrt,3,39
124,125,"a, sinI",1.000,0.966,0.878,0.918,0.1,exponential,,sqrt,3,42
125,126,"a, sinI",0.999,0.966,0.863,0.910,0.1,exponential,5.0,sqrt,3,36
126,127,"a, sinI",0.999,0.966,0.863,0.910,0.1,exponential,,sqrt,3,40
127,128,"a, sinI",0.999,0.966,0.863,0.909,0.1,exponential,,sqrt,3,37
128,129,"a, sinI",0.999,0.965,0.855,0.905,0.1,exponential,,sqrt,3,38
129,130,"a, sinI",0.999,0.983,0.840,0.903,0.1,exponential,5.0,sqrt,3,35
130,131,"a, sinI",0.999,0.973,0.840,0.900,0.1,exponential,,sqrt,3,35
131,132,"a, sinI",0.999,0.973,0.840,0.900,0.1,exponential,,sqrt,3,36
132,133,"a, sinI",0.999,0.972,0.824,0.892,0.1,exponential,,sqrt,3,33
133,134,"a, sinI",0.999,0.981,0.817,0.891,0.1,exponential,,sqrt,3,34
134,135,"a, sinI",0.999,0.982,0.817,0.890,0.1,exponential,5.0,sqrt,3,34
135,136,"a, sinI",0.999,0.971,0.801,0.876,0.1,exponential,,sqrt,3,31
136,137,"a, sinI",0.999,0.978,0.771,0.861,0.1,exponential,,sqrt,3,32
137,138,"a, sinI",0.999,0.977,0.710,0.821,0.1,exponential,,sqrt,3,29
138,139,"a, sinI",0.999,0.977,0.710,0.821,0.1,exponential,,sqrt,3,30
139,140,"a, sinI",0.999,0.978,0.703,0.812,0.1,exponential,5.0,sqrt,3,33
140,141,"a, sinI",0.999,0.983,0.588,0.729,0.1,exponential,5.0,sqrt,3,32
141,142,"a, sinI",0.998,0.983,0.536,0.685,0.1,exponential,5.0,sqrt,3,31
142,143,"a, sinI",0.998,0.982,0.429,0.590,0.1,exponential,5.0,sqrt,3,30
143,144,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,1
144,145,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,2
145,146,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,3
146,147,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,4
147,148,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,5
148,149,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,6
149,150,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,7
150,151,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,8
151,152,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,9
152,153,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,10
153,154,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,11
154,155,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,12
155,156,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,13
156,157,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,14
157,158,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,15
158,159,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,16
159,160,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,17
160,161,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,18
161,162,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,19
162,163,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,20
163,164,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,21
164,165,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,22
165,166,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,23
166,167,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,24
167,168,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,25
168,169,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,26
169,170,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,27
170,171,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,28
171,172,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,5.0,sqrt,3,29
172,173,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,1
173,174,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,2
174,175,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,3
175,176,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,4
176,177,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,5
177,178,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,6
178,179,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,7
179,180,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,8
180,181,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,9
181,182,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,10
182,183,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,11
183,184,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,12
184,185,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,13
185,186,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,14
186,187,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,15
187,188,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,16
188,189,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,17
189,190,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,18
190,191,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,19
191,192,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,20
192,193,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,21
193,194,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,22
194,195,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,23
195,196,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,24
196,197,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,25
197,198,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,26
198,199,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,27
199,200,"a, sinI",0.997,0.000,0.000,0.000,0.1,exponential,,sqrt,3,28
