Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
8270,21,8249,47358,91,47267,"kNN, k=3, p=1",n,87,15,47252,4,1.0,0.853,0.956,0.902
8270,21,8249,47358,91,47267,"kNN, k=3, p=1","a, n",89,23,47244,2,0.999,0.795,0.978,0.877
8270,21,8249,47358,91,47267,"kNN, k=3, p=2",n,87,15,47252,4,1.0,0.853,0.956,0.902
8270,21,8249,47358,91,47267,"kNN, k=3, p=2","a, n",89,21,47246,2,1.0,0.809,0.978,0.886
8270,21,8249,47358,91,47267,"kNN, k=16, p=1",n,88,35,47232,3,0.999,0.715,0.967,0.822
8270,21,8249,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
8270,21,8249,47358,91,47267,"kNN, k=16, p=2",n,88,35,47232,3,0.999,0.715,0.967,0.822
8270,21,8249,47358,91,47267,"kNN, k=16, p=2","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9240,22,9218,47358,91,47267,"kNN, k=3, p=1",n,87,15,47252,4,1.0,0.853,0.956,0.902
9240,22,9218,47358,91,47267,"kNN, k=3, p=1","a, n",89,23,47244,2,0.999,0.795,0.978,0.877
9240,22,9218,47358,91,47267,"kNN, k=3, p=2",n,87,15,47252,4,1.0,0.853,0.956,0.902
9240,22,9218,47358,91,47267,"kNN, k=3, p=2","a, n",89,21,47246,2,1.0,0.809,0.978,0.886
9240,22,9218,47358,91,47267,"kNN, k=16, p=1",n,88,35,47232,3,0.999,0.715,0.967,0.822
9240,22,9218,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9240,22,9218,47358,91,47267,"kNN, k=16, p=2",n,88,35,47232,3,0.999,0.715,0.967,0.822
9240,22,9218,47358,91,47267,"kNN, k=16, p=2","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9454,23,9431,47358,91,47267,"kNN, k=3, p=1",n,87,15,47252,4,1.0,0.853,0.956,0.902
9454,23,9431,47358,91,47267,"kNN, k=3, p=1","a, n",89,23,47244,2,0.999,0.795,0.978,0.877
9454,23,9431,47358,91,47267,"kNN, k=3, p=2",n,87,15,47252,4,1.0,0.853,0.956,0.902
9454,23,9431,47358,91,47267,"kNN, k=3, p=2","a, n",89,21,47246,2,1.0,0.809,0.978,0.886
9454,23,9431,47358,91,47267,"kNN, k=16, p=1",n,88,35,47232,3,0.999,0.715,0.967,0.822
9454,23,9431,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9454,23,9431,47358,91,47267,"kNN, k=16, p=2",n,88,35,47232,3,0.999,0.715,0.967,0.822
9454,23,9431,47358,91,47267,"kNN, k=16, p=2","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9533,24,9509,47358,91,47267,"kNN, k=3, p=1",n,85,15,47252,6,1.0,0.85,0.934,0.89
9533,24,9509,47358,91,47267,"kNN, k=3, p=1","a, n",87,16,47251,4,1.0,0.845,0.956,0.897
9533,24,9509,47358,91,47267,"kNN, k=3, p=2",n,85,15,47252,6,1.0,0.85,0.934,0.89
9533,24,9509,47358,91,47267,"kNN, k=3, p=2","a, n",86,14,47253,5,1.0,0.86,0.945,0.901
9533,24,9509,47358,91,47267,"kNN, k=16, p=1",n,87,34,47233,4,0.999,0.719,0.956,0.821
9533,24,9509,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9533,24,9509,47358,91,47267,"kNN, k=16, p=2",n,87,34,47233,4,0.999,0.719,0.956,0.821
9533,24,9509,47358,91,47267,"kNN, k=16, p=2","a, n",89,37,47230,2,0.999,0.706,0.978,0.82
9652,25,9627,47358,91,47267,"kNN, k=3, p=1",n,85,15,47252,6,1.0,0.85,0.934,0.89
9652,25,9627,47358,91,47267,"kNN, k=3, p=1","a, n",87,16,47251,4,1.0,0.845,0.956,0.897
9652,25,9627,47358,91,47267,"kNN, k=3, p=2",n,85,15,47252,6,1.0,0.85,0.934,0.89
9652,25,9627,47358,91,47267,"kNN, k=3, p=2","a, n",86,14,47253,5,1.0,0.86,0.945,0.901
9652,25,9627,47358,91,47267,"kNN, k=16, p=1",n,87,34,47233,4,0.999,0.719,0.956,0.821
9652,25,9627,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9652,25,9627,47358,91,47267,"kNN, k=16, p=2",n,87,34,47233,4,0.999,0.719,0.956,0.821
9652,25,9627,47358,91,47267,"kNN, k=16, p=2","a, n",89,37,47230,2,0.999,0.706,0.978,0.82
9800,26,9774,47358,91,47267,"kNN, k=3, p=1",n,85,15,47252,6,1.0,0.85,0.934,0.89
