Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
9533,24,9509,47358,91,47267,GB1,"a, sinI",89,26,47241,2,0.999,0.774,0.978,0.864
9533,24,9509,47358,91,47267,GB2,"a, e",87,22,47245,4,0.999,0.798,0.956,0.87
9533,24,9509,47358,91,47267,GB2,"a, sinI",89,31,47236,2,0.999,0.742,0.978,0.844
9652,25,9627,47358,91,47267,GB1,"a, e",87,21,47246,4,0.999,0.806,0.956,0.874
9652,25,9627,47358,91,47267,GB1,"a, sinI",89,31,47236,2,0.999,0.742,0.978,0.844
9652,25,9627,47358,91,47267,GB2,"a, e",87,22,47245,4,0.999,0.798,0.956,0.87
9652,25,9627,47358,91,47267,GB2,"a, sinI",88,31,47236,3,0.999,0.739,0.967,0.838
9800,26,9774,47358,91,47267,GB1,"a, e",87,21,47246,4,0.999,0.806,0.956,0.874
9800,26,9774,47358,91,47267,GB1,"a, sinI",89,29,47238,2,0.999,0.754,0.978,0.852
9800,26,9774,47358,91,47267,GB2,"a, e",87,22,47245,4,0.999,0.798,0.956,0.87
9800,26,9774,47358,91,47267,GB2,"a, sinI",88,31,47236,3,0.999,0.739,0.967,0.838
10119,27,10092,47358,91,47267,GB1,"a, e",88,22,47245,3,0.999,0.8,0.967,0.876
10119,27,10092,47358,91,47267,GB1,"a, sinI",86,26,47241,5,0.999,0.768,0.945,0.847
10119,27,10092,47358,91,47267,GB2,"a, e",87,22,47245,4,0.999,0.798,0.956,0.87
10119,27,10092,47358,91,47267,GB2,"a, sinI",86,23,47244,5,0.999,0.789,0.945,0.86
10421,28,10393,47358,91,47267,GB1,"a, e",88,24,47243,3,0.999,0.786,0.967,0.867
10421,28,10393,47358,91,47267,GB1,"a, sinI",88,33,47234,3,0.999,0.727,0.967,0.83
10421,28,10393,47358,91,47267,GB2,"a, e",87,25,47242,4,0.999,0.777,0.956,0.857
10421,28,10393,47358,91,47267,GB2,"a, sinI",86,28,47239,5,0.999,0.754,0.945,0.839
10658,29,10629,47358,91,47267,GB1,"a, e",88,23,47244,3,0.999,0.793,0.967,0.871
10658,29,10629,47358,91,47267,GB1,"a, sinI",88,32,47235,3,0.999,0.733,0.967,0.834
10658,29,10629,47358,91,47267,GB2,"a, e",87,25,47242,4,0.999,0.777,0.956,0.857
10658,29,10629,47358,91,47267,GB2,"a, sinI",88,32,47235,3,0.999,0.733,0.967,0.834
11461,30,11431,47358,91,47267,GB1,"a, e",85,19,47248,6,0.999,0.817,0.934,0.872
11461,30,11431,47358,91,47267,GB1,"a, sinI",85,16,47251,6,1.0,0.842,0.934,0.885
11461,30,11431,47358,91,47267,GB2,"a, e",85,19,47248,6,0.999,0.817,0.934,0.872
11461,30,11431,47358,91,47267,GB2,"a, sinI",85,17,47250,6,1.0,0.833,0.934,0.881
11523,31,11492,47358,91,47267,GB1,"a, e",84,19,47248,7,0.999,0.816,0.923,0.866
11523,31,11492,47358,91,47267,GB1,"a, sinI",85,14,47253,6,1.0,0.859,0.934,0.895
11523,31,11492,47358,91,47267,GB2,"a, e",85,19,47248,6,0.999,0.817,0.934,0.872
11523,31,11492,47358,91,47267,GB2,"a, sinI",84,16,47251,7,1.0,0.84,0.923,0.88
11655,32,11623,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
11655,32,11623,47358,91,47267,GB1,"a, sinI",85,15,47252,6,1.0,0.85,0.934,0.89
11655,32,11623,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
11655,32,11623,47358,91,47267,GB2,"a, sinI",85,14,47253,6,1.0,0.859,0.934,0.895
11860,33,11827,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
11860,33,11827,47358,91,47267,GB1,"a, sinI",85,15,47252,6,1.0,0.85,0.934,0.89
11860,33,11827,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
11860,33,11827,47358,91,47267,GB2,"a, sinI",85,15,47252,6,1.0,0.85,0.934,0.89
12016,34,11982,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12016,34,11982,47358,91,47267,GB1,"a, sinI",84,11,47256,7,1.0,0.884,0.923,0.903
12016,34,11982,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12016,34,11982,47358,91,47267,GB2,"a, sinI",84,11,47256,7,1.0,0.884,0.923,0.903
12068,35,12033,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12068,35,12033,47358,91,47267,GB1,"a, sinI",85,14,47253,6,1.0,0.859,0.934,0.895
12068,35,12033,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12068,35,12033,47358,91,47267,GB2,"a, sinI",85,15,47252,6,1.0,0.85,0.934,0.89
12307,36,12271,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12307,36,12271,47358,91,47267,GB1,"a, sinI",84,14,47253,7,1.0,0.857,0.923,0.889
12307,36,12271,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12307,36,12271,47358,91,47267,GB2,"a, sinI",85,13,47254,6,1.0,0.867,0.934,0.899
12323,37,12286,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12323,37,12286,47358,91,47267,GB1,"a, sinI",84,13,47254,7,1.0,0.866,0.923,0.894
12323,37,12286,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12323,37,12286,47358,91,47267,GB2,"a, sinI",85,16,47251,6,1.0,0.842,0.934,0.885
12345,38,12307,47358,91,47267,GB1,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12345,38,12307,47358,91,47267,GB1,"a, sinI",84,14,47253,7,1.0,0.857,0.923,0.889
12345,38,12307,47358,91,47267,GB2,"a, e",82,10,47257,9,1.0,0.891,0.901,0.896
12345,38,12307,47358,91,47267,GB2,"a, sinI",84,10,47257,7,1.0,0.894,0.923,0.908
12472,39,12433,47358,91,47267,GB1,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
12472,39,12433,47358,91,47267,GB1,"a, sinI",83,14,47253,8,1.0,0.856,0.912,0.883
12472,39,12433,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
12472,39,12433,47358,91,47267,GB2,"a, sinI",80,16,47251,11,0.999,0.833,0.879,0.856
12922,40,12882,47358,91,47267,GB1,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
12922,40,12882,47358,91,47267,GB1,"a, sinI",84,9,47258,7,1.0,0.903,0.923,0.913
12922,40,12882,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
12922,40,12882,47358,91,47267,GB2,"a, sinI",79,15,47252,12,0.999,0.84,0.868,0.854
12992,41,12951,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
12992,41,12951,47358,91,47267,GB1,"a, sinI",83,13,47254,8,1.0,0.865,0.912,0.888
12992,41,12951,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
12992,41,12951,47358,91,47267,GB2,"a, sinI",81,15,47252,10,0.999,0.844,0.89,0.866
13510,42,13468,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
13510,42,13468,47358,91,47267,GB1,"a, sinI",84,13,47254,7,1.0,0.866,0.923,0.894
13510,42,13468,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
13510,42,13468,47358,91,47267,GB2,"a, sinI",81,13,47254,10,1.0,0.862,0.89,0.876
14064,43,14021,47358,91,47267,GB1,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
14064,43,14021,47358,91,47267,GB1,"a, sinI",85,16,47251,6,1.0,0.842,0.934,0.885
14064,43,14021,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
14064,43,14021,47358,91,47267,GB2,"a, sinI",81,9,47258,10,1.0,0.9,0.89,0.895
14959,44,14915,47358,91,47267,GB1,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
14959,44,14915,47358,91,47267,GB1,"a, sinI",83,9,47258,8,1.0,0.902,0.912,0.907
14959,44,14915,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
14959,44,14915,47358,91,47267,GB2,"a, sinI",80,14,47253,11,0.999,0.851,0.879,0.865
15336,45,15291,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
15336,45,15291,47358,91,47267,GB1,"a, sinI",83,9,47258,8,1.0,0.902,0.912,0.907
15336,45,15291,47358,91,47267,GB2,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
15336,45,15291,47358,91,47267,GB2,"a, sinI",80,10,47257,11,1.0,0.889,0.879,0.884
15616,46,15570,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
15616,46,15570,47358,91,47267,GB1,"a, sinI",83,14,47253,8,1.0,0.856,0.912,0.883
15616,46,15570,47358,91,47267,GB2,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
15616,46,15570,47358,91,47267,GB2,"a, sinI",80,10,47257,11,1.0,0.889,0.879,0.884
15688,47,15641,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
15688,47,15641,47358,91,47267,GB1,"a, sinI",84,10,47257,7,1.0,0.894,0.923,0.908
15688,47,15641,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
15688,47,15641,47358,91,47267,GB2,"a, sinI",80,14,47253,11,0.999,0.851,0.879,0.865
15984,48,15936,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
15984,48,15936,47358,91,47267,GB1,"a, sinI",79,11,47256,12,1.0,0.878,0.868,0.873
15984,48,15936,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
15984,48,15936,47358,91,47267,GB2,"a, sinI",80,14,47253,11,0.999,0.851,0.879,0.865
16011,49,15962,47358,91,47267,GB1,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
16011,49,15962,47358,91,47267,GB1,"a, sinI",84,13,47254,7,1.0,0.866,0.923,0.894
16011,49,15962,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
16011,49,15962,47358,91,47267,GB2,"a, sinI",80,14,47253,11,0.999,0.851,0.879,0.865
16330,50,16280,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
16330,50,16280,47358,91,47267,GB1,"a, sinI",80,13,47254,11,0.999,0.86,0.879,0.87
16330,50,16280,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
16330,50,16280,47358,91,47267,GB2,"a, sinI",80,10,47257,11,1.0,0.889,0.879,0.884
16489,51,16438,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
16489,51,16438,47358,91,47267,GB1,"a, sinI",84,9,47258,7,1.0,0.903,0.923,0.913
16489,51,16438,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
16489,51,16438,47358,91,47267,GB2,"a, sinI",80,12,47255,11,1.0,0.87,0.879,0.874
16832,52,16780,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
